fec_ppto_month;Ship Mode;Region;Product ID;imp_ppto_ganancia
201402;Second Class;East;FUR-CH-10001146;17,35365
201402;Second Class;East;FUR-FU-10002298;44,214432
201402;Second Class;East;OFF-BI-10001196;-11,373516
201402;Second Class;East;OFF-BI-10003676;6,459376
201402;Second Class;East;OFF-BI-10004654;17,80689
201402;Second Class;East;OFF-BI-10004728;5,32128
201402;Second Class;East;OFF-LA-10004853;5,566644
201402;Second Class;East;OFF-PA-10000466;6,066
201402;Second Class;East;OFF-ST-10002583;2,624384
201402;Second Class;South;OFF-ST-10001558;7,01568
201402;Second Class;West;OFF-BI-10002827;4,485936
201402;Second Class;West;OFF-BI-10004593;19,89104
201402;Standard Class;Central;FUR-FU-10000221;8,083296
201402;Standard Class;Central;OFF-AP-10001303;-14,9051
201402;Standard Class;Central;OFF-BI-10001031;8,21826
201402;Standard Class;Central;OFF-BI-10002012;-1,88352
201402;Standard Class;Central;TEC-AC-10001284;22,4316
201402;Standard Class;East;OFF-AR-10003631;9,68968
201402;Standard Class;East;OFF-BI-10000320;-7,755642
201402;Standard Class;East;OFF-LA-10004425;2,762262
201402;Standard Class;East;OFF-PA-10003363;6,345216
201402;Standard Class;East;TEC-AC-10000710;41,171984
201402;Standard Class;South;FUR-TA-10003715;63,313488
201402;Standard Class;South;OFF-BI-10003291;9,765378
201402;Standard Class;South;OFF-PA-10000069;8,301852
201402;Standard Class;South;OFF-PA-10000174;8,88192
201402;Standard Class;South;TEC-AC-10001432;83,55798
201402;Standard Class;West;FUR-CH-10000225;-23,56518
201402;Standard Class;West;OFF-AP-10001293;23,637264
201402;Standard Class;West;OFF-BI-10000666;-11,12384
201402;Standard Class;West;OFF-BI-10004094;-12,482925
201402;Standard Class;West;OFF-BI-10004230;22,920744
201402;Standard Class;West;OFF-FA-10001843;6,210815
201402;Standard Class;West;OFF-PA-10000350;13,357024
201402;Standard Class;West;OFF-ST-10000321;-2,65104
201402;Standard Class;West;OFF-SU-10000157;3,674748
201402;Standard Class;West;TEC-AC-10000736;101,939256
201402;Standard Class;West;TEC-PH-10002890;12,07908
201403;First Class;Central;FUR-FU-10002508;4,67874
201403;First Class;Central;FUR-FU-10003981;1,002144
201403;First Class;Central;OFF-AR-10001231;2,205
201403;First Class;Central;OFF-BI-10001196;-19,04538
201403;First Class;Central;OFF-LA-10000443;3,18816
201403;First Class;Central;OFF-PA-10001215;2,376
201403;First Class;Central;OFF-ST-10000918;1,82466
201403;First Class;Central;TEC-AC-10002647;43,624
201403;First Class;Central;TEC-MA-10003626;118,59572
201403;First Class;Central;TEC-PH-10004667;21,827883
201403;First Class;East;FUR-CH-10002304;-7,81998
201403;First Class;East;OFF-EN-10002230;132,567435
201403;First Class;East;OFF-LA-10004484;2,57712
201403;First Class;East;TEC-PH-10001819;100,525656
201403;First Class;West;FUR-CH-10004477;4,822488
201403;First Class;West;OFF-AR-10001427;5,36406
201403;First Class;West;OFF-ST-10002344;3,838452
201403;Same Day;Central;OFF-ST-10001370;17,92245
201403;Same Day;East;OFF-AR-10003478;6,8376
201403;Same Day;East;OFF-AR-10003732;0,326928
201403;Same Day;East;OFF-PA-10002195;2,048328
201403;Same Day;East;OFF-PA-10002365;6,314112
201403;Same Day;West;FUR-CH-10002965;89,616982
201403;Same Day;West;OFF-AR-10004027;1,100736
201403;Same Day;West;OFF-BI-10001636;-10,6218
201403;Same Day;West;OFF-BI-10003529;-0,620256
201403;Second Class;Central;OFF-PA-10003641;37,860576
201403;Second Class;Central;OFF-ST-10000585;69,58224
201403;Second Class;Central;TEC-PH-10003484;27,96978
201403;Second Class;East;FUR-FU-10003981;2,58544
201403;Second Class;East;OFF-AP-10002578;31,670808
201403;Second Class;East;OFF-AR-10000588;17,641728
201403;Second Class;East;OFF-BI-10001617;18,928404
201403;Second Class;East;OFF-BI-10004224;23,548
201403;Second Class;East;OFF-FA-10001561;1,836432
201403;Second Class;East;OFF-PA-10000213;6,460056
201403;Second Class;East;OFF-PA-10001878;44,596138
201403;Second Class;East;OFF-SU-10000381;5,237806
201403;Second Class;East;TEC-AC-10000710;17,00736
201403;Second Class;East;TEC-AC-10002001;213,10668
201403;Second Class;East;TEC-PH-10000984;161,338968
201403;Second Class;South;OFF-AR-10003560;2,485504
201403;Second Class;South;OFF-LA-10001982;8,37
201403;Second Class;West;FUR-BO-10004218;83,8831
201403;Second Class;West;FUR-CH-10004063;55,594512
201403;Second Class;West;FUR-FU-10002813;15,009984
201403;Second Class;West;OFF-AR-10004272;0,8904
201403;Second Class;West;OFF-BI-10003291;10,936944
201403;Second Class;West;OFF-PA-10002137;47,54358
201403;Second Class;West;TEC-PH-10002415;24,7758
201403;Second Class;West;TEC-PH-10004100;2,30272
201403;Standard Class;Central;FUR-CH-10000863;-170,396028
201403;Standard Class;Central;FUR-CH-10002780;25,328832
201403;Standard Class;Central;FUR-CH-10004495;63,928152
201403;Standard Class;Central;OFF-AP-10002534;-464,203272
201403;Standard Class;Central;OFF-AP-10002765;14,241024
201403;Standard Class;Central;OFF-AR-10000034;11,806704
201403;Standard Class;Central;OFF-AR-10000390;6,74429
201403;Standard Class;Central;OFF-AR-10001770;2,033304
201403;Standard Class;Central;OFF-AR-10003338;2,8644
201403;Standard Class;Central;OFF-AR-10003829;1,655088
201403;Standard Class;Central;OFF-BI-10002071;-15,625414
201403;Standard Class;Central;OFF-BI-10004390;252,588
201403;Standard Class;Central;OFF-LA-10002312;23,31
201403;Standard Class;Central;OFF-PA-10000176;26,451768
201403;Standard Class;Central;OFF-PA-10000327;1,284
201403;Standard Class;Central;OFF-PA-10003036;5,564832
201403;Standard Class;Central;OFF-ST-10000934;0
201403;Standard Class;Central;OFF-ST-10001511;7,43475
201403;Standard Class;Central;OFF-ST-10002957;0
201403;Standard Class;Central;TEC-AC-10002558;15,1221
201403;Standard Class;Central;TEC-AC-10004353;35,6643
201403;Standard Class;Central;TEC-AC-10004901;10,917816
201403;Standard Class;East;FUR-BO-10001337;-13,79172
201403;Standard Class;East;FUR-CH-10002439;57,381632
201403;Standard Class;East;FUR-FU-10004597;11,6883
201403;Standard Class;East;FUR-TA-10001889;-123,699636
201403;Standard Class;East;FUR-TA-10001950;-592,402932
201403;Standard Class;East;FUR-TA-10003473;-447,5947
201403;Standard Class;East;FUR-TA-10004175;-147,33792
201403;Standard Class;East;OFF-AP-10003971;7,305012
201403;Standard Class;East;OFF-AR-10001044;7,0173
201403;Standard Class;East;OFF-AR-10003723;0,900432
201403;Standard Class;East;OFF-AR-10004027;1,619352
201403;Standard Class;East;OFF-AR-10004685;1,288066
201403;Standard Class;East;OFF-BI-10000309;16,258004
201403;Standard Class;East;OFF-BI-10000605;3,975354
201403;Standard Class;East;OFF-BI-10003429;8,26065
201403;Standard Class;East;OFF-BI-10004593;30,24528
201403;Standard Class;East;OFF-PA-10000919;54,698112
201403;Standard Class;East;OFF-PA-10001204;3,46896
201403;Standard Class;East;OFF-PA-10002960;18,350304
201403;Standard Class;East;OFF-PA-10003063;7,0656
201403;Standard Class;East;OFF-PA-10003349;5,461344
201403;Standard Class;East;OFF-ST-10000078;229,10688
201403;Standard Class;East;OFF-ST-10002301;-4,366998
201403;Standard Class;East;TEC-AC-10002323;7,23996
201403;Standard Class;East;TEC-MA-10001148;320,311992
201403;Standard Class;East;TEC-PH-10003273;18,369342
201403;Standard Class;East;TEC-PH-10004700;5,376618
201403;Standard Class;South;FUR-FU-10001756;5,65488
201403;Standard Class;South;FUR-FU-10001986;13,45872
201403;Standard Class;South;FUR-FU-10004270;7,349706
201403;Standard Class;South;FUR-TA-10002958;-23,4882
201403;Standard Class;South;OFF-AR-10003183;1,0521
201403;Standard Class;South;OFF-BI-10000773;-5,312448
201403;Standard Class;South;OFF-BI-10001543;-33,571472
201403;Standard Class;South;OFF-BI-10002735;-43,796715
201403;Standard Class;South;OFF-BI-10004410;-6,505044
201403;Standard Class;South;OFF-FA-10003112;5,6808
201403;Standard Class;South;OFF-PA-10001804;6,209728
201403;Standard Class;South;OFF-PA-10002120;55,465632
201403;Standard Class;South;OFF-PA-10002259;12,676032
201403;Standard Class;South;OFF-ST-10001490;17,49006
201403;Standard Class;South;TEC-MA-10002412;-1792,967616
201403;Standard Class;South;TEC-MA-10003626;-13,46932
201403;Standard Class;West;FUR-BO-10001972;-189,63615
201403;Standard Class;West;FUR-CH-10000422;-9,28098
201403;Standard Class;West;FUR-CH-10001270;0
201403;Standard Class;West;FUR-CH-10001482;-37,486476
201403;Standard Class;West;FUR-CH-10003379;319,1776
201403;Standard Class;West;FUR-FU-10001095;-34,254528
201403;Standard Class;West;FUR-FU-10001473;7,513056
201403;Standard Class;West;FUR-TA-10000198;-134,659512
201403;Standard Class;West;FUR-TA-10001866;-43,0296
201403;Standard Class;West;FUR-TA-10003954;75,703608
201403;Standard Class;West;OFF-AP-10001154;34,74549
201403;Standard Class;West;OFF-AR-10001374;2,612736
201403;Standard Class;West;OFF-AR-10001573;2,135212
201403;Standard Class;West;OFF-AR-10001915;18,55917
201403;Standard Class;West;OFF-AR-10003829;4,85112
201403;Standard Class;West;OFF-BI-10000136;17,050176
201403;Standard Class;West;OFF-BI-10001097;-1,43913
201403;Standard Class;West;OFF-BI-10001597;51,339744
201403;Standard Class;West;OFF-BI-10001617;9,827136
201403;Standard Class;West;OFF-BI-10001758;28,36074
201403;Standard Class;West;OFF-BI-10003007;14,11592
201403;Standard Class;West;OFF-EN-10001509;2,042244
201403;Standard Class;West;OFF-EN-10001990;6,353648
201403;Standard Class;West;OFF-FA-10004395;-2,720025
201403;Standard Class;West;OFF-LA-10000305;5,60196
201403;Standard Class;West;OFF-LA-10004409;5,9616
201403;Standard Class;West;OFF-LA-10004544;25,086
201403;Standard Class;West;OFF-PA-10000466;18,1643
201403;Standard Class;West;OFF-PA-10000587;13,62816
201403;Standard Class;West;OFF-PA-10000675;63,870618
201403;Standard Class;West;OFF-PA-10002581;20,67915
201403;Standard Class;West;OFF-PA-10004948;13,92657
201403;Standard Class;West;OFF-ST-10000736;3,271592
201403;Standard Class;West;OFF-ST-10001469;-17,0037
201403;Standard Class;West;OFF-ST-10002486;-11,759904
201403;Standard Class;West;OFF-ST-10003221;5,305824
201403;Standard Class;West;OFF-ST-10003692;8,75619
201403;Standard Class;West;TEC-AC-10004877;4,90176
201403;Standard Class;West;TEC-PH-10000730;873,582528
201403;Standard Class;West;TEC-PH-10003655;1,6038
201404;First Class;East;FUR-TA-10001039;-35,028252
201404;First Class;East;OFF-BI-10004876;-1,681344
201404;First Class;East;OFF-PA-10004071;26,364096
201404;First Class;East;OFF-ST-10001031;2,813184
201404;First Class;East;OFF-ST-10003455;3,871296
201404;First Class;East;OFF-SU-10004498;-2,014432
201404;First Class;East;TEC-AC-10004659;24,30567
201404;First Class;East;TEC-PH-10001459;105,83748
201404;First Class;West;FUR-FU-10004415;2,610944
201404;First Class;West;OFF-AR-10004010;35,47986
201404;First Class;West;OFF-BI-10004140;2,1552
201404;First Class;West;OFF-ST-10000585;154,6272
201404;Same Day;Central;FUR-FU-10004091;76,211784
201404;Same Day;Central;OFF-AP-10000240;27,606376
201404;Same Day;East;OFF-PA-10003441;31,352832
201404;Same Day;East;TEC-PH-10004922;44,2134
201404;Second Class;Central;OFF-AR-10001725;17,89359
201404;Second Class;Central;OFF-BI-10002794;25,669872
201404;Second Class;Central;OFF-PA-10001593;8,9999
201404;Second Class;Central;OFF-PA-10002986;11,2224
201404;Second Class;Central;TEC-AC-10004171;118,78812
201404;Second Class;Central;TEC-PH-10001835;286,657056
201404;Second Class;East;FUR-FU-10004017;19,72026
201404;Second Class;East;FUR-TA-10001705;-85,1463
201404;Second Class;East;FUR-TA-10004442;-102,92178
201404;Second Class;East;OFF-AR-10000122;1,1718
201404;Second Class;East;OFF-BI-10003638;23,76567
201404;Second Class;East;OFF-BI-10003656;-456,93312
201404;Second Class;East;OFF-BI-10004970;3,01077
201404;Second Class;East;OFF-EN-10004773;132,371344
201404;Second Class;East;OFF-FA-10002780;9,06516
201404;Second Class;East;OFF-PA-10001569;29,766528
201404;Second Class;East;OFF-PA-10001878;17,470652
201404;Second Class;East;OFF-ST-10004634;6,3897
201404;Second Class;East;TEC-PH-10000702;6,125868
201404;Second Class;South;FUR-CH-10002304;11,8209
201404;Second Class;South;OFF-BI-10000136;6,544512
201404;Second Class;West;OFF-AR-10000127;7,390824
201404;Second Class;West;OFF-AR-10002952;8,2236
201404;Second Class;West;OFF-AR-10004685;4,767048
201404;Second Class;West;OFF-AR-10004757;7,349496
201404;Second Class;West;OFF-BI-10000042;6,442176
201404;Second Class;West;OFF-BI-10004209;16,6428
201404;Second Class;West;OFF-FA-10001332;2,3328
201404;Second Class;West;OFF-LA-10002312;16,872
201404;Second Class;West;OFF-PA-10000029;3,919104
201404;Second Class;West;OFF-PA-10003349;6,286896
201404;Second Class;West;OFF-ST-10000991;23,384898
201404;Second Class;West;OFF-SU-10002881;96,60596
201404;Second Class;West;TEC-AC-10001874;41,15314
201404;Second Class;West;TEC-AC-10002001;72,619461
201404;Second Class;West;TEC-AC-10002550;17,386002
201404;Second Class;West;TEC-PH-10001615;7,146035
201404;Standard Class;Central;FUR-CH-10001394;77,91978
201404;Standard Class;Central;FUR-CH-10002965;-20,258784
201404;Standard Class;Central;FUR-FU-10002191;6,566784
201404;Standard Class;Central;OFF-AR-10002221;0,44226
201404;Standard Class;Central;OFF-AR-10004752;1,255968
201404;Standard Class;Central;OFF-BI-10000145;-5,818176
201404;Standard Class;Central;OFF-BI-10001628;8,72991
201404;Standard Class;Central;OFF-BI-10002852;67,266416
201404;Standard Class;Central;OFF-LA-10000452;1,08864
201404;Standard Class;Central;OFF-PA-10002195;5,524848
201404;Standard Class;Central;OFF-PA-10003543;3,374784
201404;Standard Class;Central;OFF-PA-10003797;9,237888
201404;Standard Class;Central;OFF-ST-10000798;-1,39888
201404;Standard Class;Central;OFF-ST-10000877;106,090452
201404;Standard Class;Central;OFF-ST-10004180;9,48804
201404;Standard Class;Central;TEC-AC-10000736;54,137232
201404;Standard Class;Central;TEC-AC-10002926;43,421314
201404;Standard Class;East;FUR-FU-10001424;7,12368
201404;Standard Class;East;FUR-FU-10003192;48,50664
201404;Standard Class;East;FUR-TA-10003748;2,11633
201404;Standard Class;East;OFF-AR-10002987;11,38816
201404;Standard Class;East;OFF-BI-10003719;-31,25736
201404;Standard Class;East;OFF-BI-10004817;3,85756
201404;Standard Class;East;OFF-FA-10000611;0,74592
201404;Standard Class;East;OFF-LA-10001613;2,455488
201404;Standard Class;East;OFF-LA-10001641;9,34416
201404;Standard Class;East;OFF-PA-10000100;49,409346
201404;Standard Class;East;OFF-PA-10004733;5,305608
201404;Standard Class;East;OFF-ST-10001128;-41,129188
201404;Standard Class;East;OFF-ST-10002214;2,093166
201404;Standard Class;East;TEC-AC-10001908;127,38726
201404;Standard Class;East;TEC-PH-10000376;5,97402
201404;Standard Class;East;TEC-PH-10003273;131,0296
201404;Standard Class;South;FUR-BO-10001337;-15,78789
201404;Standard Class;South;OFF-AP-10003842;31,81646
201404;Standard Class;South;OFF-BI-10000145;2,75184
201404;Standard Class;South;OFF-BI-10002764;7,606004
201404;Standard Class;South;OFF-EN-10001415;6,5286
201404;Standard Class;South;OFF-PA-10004248;6,20136
201404;Standard Class;South;OFF-ST-10000636;2,865888
201404;Standard Class;South;OFF-ST-10002574;0
201404;Standard Class;South;TEC-AC-10000736;43,770528
201404;Standard Class;South;TEC-AC-10001284;26,469288
201404;Standard Class;South;TEC-PH-10000576;45,261496
201404;Standard Class;South;TEC-PH-10001128;220,4853
201404;Standard Class;South;TEC-PH-10001557;92,188796
201404;Standard Class;West;FUR-CH-10002602;-12,863496
201404;Standard Class;West;FUR-CH-10003973;172,49664
201404;Standard Class;West;FUR-CH-10004886;26,25192
201404;Standard Class;West;FUR-FU-10000409;21,774928
201404;Standard Class;West;FUR-FU-10000747;17,97818
201404;Standard Class;West;FUR-FU-10001918;11,363352
201404;Standard Class;West;FUR-FU-10003708;63,045675
201404;Standard Class;West;FUR-FU-10004020;2,728436
201404;Standard Class;West;FUR-TA-10000688;98,882115
201404;Standard Class;West;FUR-TA-10001086;322,461984
201404;Standard Class;West;FUR-TA-10004442;-108,859575
201404;Standard Class;West;OFF-AP-10001391;86,35968
201404;Standard Class;West;OFF-AR-10000657;3,866775
201404;Standard Class;West;OFF-AR-10001868;0,82656
201404;Standard Class;West;OFF-AR-10001955;19,28448
201404;Standard Class;West;OFF-AR-10002375;3,462368
201404;Standard Class;West;OFF-AR-10003478;7,91208
201404;Standard Class;West;OFF-AR-10003504;6,88866
201404;Standard Class;West;OFF-BI-10001525;4,8006
201404;Standard Class;West;OFF-BI-10002976;5,296725
201404;Standard Class;West;OFF-EN-10000056;54,942867
201404;Standard Class;West;OFF-FA-10000134;3,818332
201404;Standard Class;West;OFF-FA-10001883;-9,342224
201404;Standard Class;West;OFF-LA-10000305;6,20172
201404;Standard Class;West;OFF-LA-10002368;2,629314
201404;Standard Class;West;OFF-PA-10000289;18,6624
201404;Standard Class;West;OFF-PA-10001977;30,358656
201404;Standard Class;West;OFF-PA-10003309;9,144576
201404;Standard Class;West;OFF-ST-10000876;26,089168
201404;Standard Class;West;TEC-AC-10000474;25,93227
201404;Standard Class;West;TEC-AC-10003399;63,92736
201404;Standard Class;West;TEC-AC-10003441;1,5255
201404;Standard Class;West;TEC-MA-10002859;70,948116
201404;Standard Class;West;TEC-PH-10000586;7,668038
201404;Standard Class;West;TEC-PH-10004531;43,84452
201405;First Class;Central;FUR-FU-10000010;11,647692
201405;First Class;Central;OFF-AR-10001725;2,10012
201405;First Class;Central;OFF-FA-10000840;1,8468
201405;First Class;Central;OFF-LA-10002195;10,86624
201405;First Class;East;FUR-FU-10001852;3,663744
201405;First Class;East;OFF-AP-10000696;13,895112
201405;First Class;East;OFF-BI-10004364;3,95604
201405;First Class;East;OFF-PA-10000474;17,48964
201405;First Class;East;OFF-SU-10004737;9,32634
201405;First Class;East;TEC-CO-10001449;194,39676
201405;First Class;South;OFF-AP-10001005;92,657565
201405;First Class;South;OFF-BI-10004233;7,879872
201405;First Class;South;OFF-PA-10001712;14,74524
201405;First Class;South;TEC-PH-10003505;118,4128
201405;First Class;West;FUR-CH-10001146;-7,946145
201405;First Class;West;OFF-BI-10004139;-24,74955
201405;First Class;West;OFF-BI-10004519;-282,166
201405;First Class;West;OFF-FA-10002815;2,15784
201405;First Class;West;OFF-PA-10002893;20,44416
201405;Same Day;Central;OFF-LA-10001641;4,62672
201405;Same Day;Central;OFF-LA-10003121;8,92906
201405;Same Day;Central;OFF-PA-10002689;25,691904
201405;Same Day;Central;OFF-ST-10000107;15,8841
201405;Same Day;East;FUR-TA-10002607;-26,9382
201405;Same Day;East;OFF-AP-10003971;2,097414
201405;Same Day;East;OFF-ST-10001809;6,324032
201405;Same Day;South;FUR-FU-10001473;8,995896
201405;Second Class;East;FUR-CH-10003396;-26,912208
201405;Second Class;East;FUR-FU-10000076;67,957974
201405;Second Class;East;FUR-FU-10003489;-4,930947
201405;Second Class;East;OFF-AP-10000124;7,45472
201405;Second Class;East;OFF-AR-10004511;9,194724
201405;Second Class;East;OFF-BI-10000977;-25,73664
201405;Second Class;East;OFF-EN-10003134;16,8192
201405;Second Class;East;OFF-PA-10000289;4,209408
201405;Second Class;East;OFF-PA-10001560;1,95696
201405;Second Class;East;OFF-ST-10000636;-12,7224
201405;Second Class;East;TEC-AC-10004227;-3,055248
201405;Second Class;South;FUR-BO-10004467;-158,394159
201405;Second Class;South;OFF-AR-10000716;4,61187
201405;Second Class;South;TEC-CO-10004202;89,09703
201405;Second Class;West;FUR-FU-10000308;4,29042
201405;Second Class;West;OFF-AR-10003651;2,168736
201405;Second Class;West;OFF-PA-10001363;11,196904
201405;Second Class;West;OFF-PA-10001526;7,50984
201405;Second Class;West;OFF-PA-10003016;4,79007
201405;Second Class;West;OFF-ST-10000107;9,8901
201405;Second Class;West;TEC-AC-10001606;36,856314
201405;Second Class;West;TEC-PH-10000486;115,247664
201405;Standard Class;Central;FUR-CH-10000988;27,03552
201405;Standard Class;Central;FUR-CH-10004675;266,232064
201405;Standard Class;Central;FUR-FU-10000723;-91,879152
201405;Standard Class;Central;FUR-FU-10002553;-18,86742
201405;Standard Class;Central;FUR-TA-10003469;-32,2455
201405;Standard Class;Central;OFF-AP-10001394;-144,6984
201405;Standard Class;Central;OFF-AP-10002118;52,268976
201405;Standard Class;Central;OFF-AR-10001897;22,969632
201405;Standard Class;Central;OFF-AR-10002578;2,054592
201405;Standard Class;Central;OFF-BI-10000666;52,716
201405;Standard Class;Central;OFF-BI-10000829;6,18722
201405;Standard Class;Central;OFF-BI-10001078;6,880482
201405;Standard Class;Central;OFF-BI-10001294;24,219
201405;Standard Class;Central;OFF-BI-10003684;39,582
201405;Standard Class;Central;OFF-LA-10004425;1,983118
201405;Standard Class;Central;OFF-SU-10003002;0,131544
201405;Standard Class;Central;TEC-AC-10001013;6,85386
201405;Standard Class;Central;TEC-AC-10001465;8,42624
201405;Standard Class;Central;TEC-PH-10002597;5,354575
201405;Standard Class;East;FUR-CH-10000015;-83,1744
201405;Standard Class;East;FUR-CH-10002439;21,587976
201405;Standard Class;East;FUR-TA-10002228;-153,412272
201405;Standard Class;East;OFF-AP-10004249;10,180485
201405;Standard Class;East;OFF-AR-10001246;2,333772
201405;Standard Class;East;OFF-BI-10000848;-2,415552
201405;Standard Class;East;OFF-BI-10001249;29,846916
201405;Standard Class;East;OFF-BI-10002026;-136,32003
201405;Standard Class;East;OFF-BI-10003876;61,632
201405;Standard Class;East;OFF-EN-10001434;88,331418
201405;Standard Class;East;OFF-PA-10002319;63,814464
201405;Standard Class;East;OFF-PA-10003036;5,96232
201405;Standard Class;East;OFF-PA-10003063;4,1856
201405;Standard Class;East;TEC-AC-10002217;3,48552
201405;Standard Class;East;TEC-PH-10003092;-7,993062
201405;Standard Class;East;TEC-PH-10003988;4,1856
201405;Standard Class;South;FUR-CH-10002439;18,68862
201405;Standard Class;South;FUR-FU-10004306;24,24864
201405;Standard Class;South;OFF-BI-10003925;1161,603261
201405;Standard Class;South;OFF-BI-10003981;4,107792
201405;Standard Class;South;OFF-BI-10004828;11,359764
201405;Standard Class;South;OFF-PA-10001471;6,187184
201405;Standard Class;South;OFF-PA-10003177;7,46496
201405;Standard Class;South;OFF-ST-10003442;4,236344
201405;Standard Class;South;TEC-AC-10002800;47,24055
201405;Standard Class;South;TEC-AC-10004877;1,94304
201405;Standard Class;South;TEC-CO-10004202;161,9946
201405;Standard Class;South;TEC-PH-10001530;131,504016
201405;Standard Class;South;TEC-PH-10001552;5,45376
201405;Standard Class;South;TEC-PH-10002660;40,1141
201405;Standard Class;South;TEC-PH-10003171;10,44638
201405;Standard Class;West;FUR-BO-10000362;28,998208
201405;Standard Class;West;FUR-CH-10002320;32,41898
201405;Standard Class;West;FUR-CH-10003981;-5,242392
201405;Standard Class;West;FUR-TA-10001539;-179,291502
201405;Standard Class;West;OFF-AP-10001293;81,238752
