TransactionID;CustomerID;TransactionDate;TransactionTime;ProductCategory;ProductSubcategory;ProductDetail;TransactionValue;PaymentMethod;CustomerAge
e41f26d3-b6f6-4ec4-8001-8698c34e3dc1;AH-10210;19/05/2023;13:51:47;Toys & Games;Action Figures;Marvel Legends Series Iron Man;867.93;Bank Transfer;47
1b1abf6e-6b63-43c5-8b13-2540984af46c;DE-13255;20/06/2023;1:34:49;Toys & Games;Action Figures;Marvel Legends Series Iron Man;249.0;PayPal;77
f6863ab0-9bb7-447d-b7a7-86be63ab9065;CC-12670;1/08/2023;6:36:06;Toys & Games;Action Figures;Marvel Legends Series Iron Man;256.17;PayPal;62
ace8f04f-9b52-471c-80f9-8dc20365ddc4;LD-16855;7/06/2023;2:09:17;Toys & Games;Action Figures;Marvel Legends Series Iron Man;636.62;Bank Transfer;18
7d97613f-433c-480a-9b3c-9c49177677c7;PC-18745;17/09/2023;13:23:37;Toys & Games;Action Figures;Transformers Generations War for Cybertron;989.03;Bank Transfer;63
94fc085b-307c-4228-b523-fcc12a4e9db9;GH-14410;9/07/2023;23:30:32;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;687.92;Debit Card;45
c16a8771-a94a-440c-8926-e63271bd78ea;CS-11845;13/10/2023;0:18:11;Toys & Games;Action Figures;Transformers Generations War for Cybertron;83.06;Credit Card;55
fe05cd00-de58-42d6-a5f8-be00160bd6aa;CS-12460;13/12/2023;1:17:43;Toys & Games;Action Figures;Transformers Generations War for Cybertron;957.58;Credit Card;65
6c77700a-55d6-4f9b-85b0-3a351c16dc39;CS-11860;15/01/2023;2:38:12;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;236.24;Credit Card;20
e6fbb698-d951-4d59-b3b8-b79a8201af97;LH-17020;5/02/2024;21:18:32;Toys & Games;Action Figures;Transformers Generations War for Cybertron;171.78;Debit Card;31
7c146f02-7c0c-47e5-9224-0705d35a3a14;MH-18025;1/11/2023;7:57:23;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;787.58;PayPal;19
3bc3373b-d196-4439-8aef-728c6791a5d4;AG-10390;5/12/2023;21:16:13;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;357.66;Debit Card;32
81f27798-f0bf-4d81-87e5-6133eb6b10ac;CC-12685;6/09/2023;12:26:50;Toys & Games;Action Figures;Transformers Generations War for Cybertron;928.23;PayPal;69
9875f4f2-bfd8-4305-b8ce-dc415cc93118;HW-14935;23/01/2024;1:57:11;Toys & Games;Action Figures;Transformers Generations War for Cybertron;418.69;Credit Card;46
428353fd-e38a-4a38-a3a7-e79a5eb5d53c;RA-19285;8/02/2023;23:41:07;Toys & Games;Action Figures;Transformers Generations War for Cybertron;533.83;Debit Card;36
cb1cdc43-1389-4d5f-a051-d913557e71ee;JW-16075;3/03/2024;4:34:49;Toys & Games;Action Figures;Marvel Legends Series Iron Man;273.98;PayPal;19
feafe5b2-f6ec-4320-8a5a-a58d2dd71003;MH-18115;3/10/2023;23:10:11;Toys & Games;Action Figures;Transformers Generations War for Cybertron;903.28;Credit Card;46
f22c260d-5d02-4333-99e8-6575a71619e6;AW-10930;20/08/2023;2:42:59;Toys & Games;Action Figures;Marvel Legends Series Iron Man;390.0;PayPal;35
5850e5c2-20a2-4b16-8f1e-6ccf9ad098f6;SE-20110;29/09/2023;5:44:06;Toys & Games;Action Figures;Transformers Generations War for Cybertron;409.68;Credit Card;66
251a45b2-0071-4bb7-9b8a-d161327d01d0;SV-20365;2/02/2023;6:06:53;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;454.79;Credit Card;44
3785ec6f-fd2a-4ffe-8a09-025f44ea9557;MG-17875;18/01/2024;0:10:07;Toys & Games;Action Figures;Transformers Generations War for Cybertron;946.7;Bank Transfer;80
91abd31a-a8c5-479e-89f4-8eaad57afab9;CH-12070;17/09/2023;8:24:10;Toys & Games;Action Figures;Transformers Generations War for Cybertron;813.86;PayPal;25
c04db309-ee41-4b04-b811-b567201a55d6;SB-20185;9/01/2023;15:35:36;Toys & Games;Action Figures;Transformers Generations War for Cybertron;219.84;Credit Card;45
11d0fd54-750e-41b1-997e-b2fc26fc574c;NC-18535;12/06/2023;6:13:44;Toys & Games;Action Figures;Marvel Legends Series Iron Man;527.6;Bank Transfer;44
7228ef11-1363-4d54-b112-757e2337cb90;AG-10900;22/03/2023;12:25:19;Toys & Games;Action Figures;Marvel Legends Series Iron Man;468.41;Bank Transfer;72
dd8159b8-98e6-4241-a43f-8229ece48fdc;AH-10465;15/11/2023;8:22:16;Toys & Games;Action Figures;Marvel Legends Series Iron Man;150.84;Credit Card;21
4544469e-c12c-4611-9e41-538007c57156;SB-20185;18/05/2023;15:54:08;Toys & Games;Action Figures;Marvel Legends Series Iron Man;429.01;Credit Card;45
ff8dc9f2-e3a1-4464-ac9a-96493376f984;MN-17935;14/05/2023;22:09:05;Toys & Games;Action Figures;Marvel Legends Series Iron Man;943.31;PayPal;50
93f28ab5-616c-440e-a43c-33d03ab319ae;BP-11230;31/07/2023;17:33:01;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;52.11;Credit Card;40
b889d6c7-1221-4a43-9f15-b76d8718685c;BP-11095;23/08/2023;14:18:59;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;785.21;PayPal;63
dde94e8a-e131-4ef9-90e8-480f29bfc91d;AS-10045;28/12/2023;17:02:08;Toys & Games;Action Figures;Transformers Generations War for Cybertron;940.4;Debit Card;70
3ae75934-88ee-4c05-81b0-2aef1fd0b1c2;TC-21145;27/03/2023;13:58:55;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;785.54;Bank Transfer;74
53bab3ba-9ce8-4fa7-a7a2-7fbdc50fc900;AG-10390;31/01/2023;20:49:11;Toys & Games;Action Figures;Transformers Generations War for Cybertron;387.0;Credit Card;32
7d727b88-8b18-470b-8643-64a8af9665b0;AP-10915;8/02/2023;16:59:58;Toys & Games;Action Figures;Marvel Legends Series Iron Man;614.08;Debit Card;54
6da2ca98-e73b-4250-97db-48e4ba159c23;ED-13885;4/03/2023;23:57:39;Toys & Games;Action Figures;Transformers Generations War for Cybertron;334.45;Bank Transfer;69
4bdd595c-0099-419c-bfdd-041164e51eee;KH-16690;23/03/2023;23:16:05;Toys & Games;Action Figures;Transformers Generations War for Cybertron;166.1;Credit Card;73
3ff6c764-6164-41a7-b1c9-ebb2b4f1081f;TB-21055;26/10/2023;14:39:37;Toys & Games;Action Figures;Transformers Generations War for Cybertron;811.12;Bank Transfer;45
4091e5a8-6eca-45f5-847d-c5a8325ac15c;KN-16705;6/06/2023;16:34:26;Toys & Games;Action Figures;Marvel Legends Series Iron Man;887.29;Credit Card;21
60d5e821-8327-424c-96c5-56cb1900baae;KF-16285;16/01/2023;23:45:53;Toys & Games;Action Figures;Marvel Legends Series Iron Man;348.95;PayPal;50
39f35b85-eb7c-4a2d-b54b-96494f2a3546;JL-15505;27/07/2023;5:27:42;Toys & Games;Action Figures;Transformers Generations War for Cybertron;621.05;PayPal;43
598ec4e7-bc31-4be3-b269-871db0081c18;LC-16960;17/07/2023;7:37:35;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;747.81;Bank Transfer;52
13bb05c5-3220-44a8-b610-cb2461020a09;SN-20710;3/06/2023;15:32:40;Toys & Games;Action Figures;Transformers Generations War for Cybertron;926.11;Debit Card;53
328b9a83-e198-4337-a223-ac1d276dfcb4;JB-16000;27/01/2023;20:27:06;Toys & Games;Action Figures;Marvel Legends Series Iron Man;971.29;PayPal;32
db5bd443-dd5e-4e5c-a6c1-c1cadcc30078;RD-19480;27/07/2023;9:13:23;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;999.59;PayPal;77
34412a92-8eb7-4bca-b7c1-88ec70ad6c34;BG-11035;13/10/2023;12:38:56;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;494.09;Credit Card;19
acea0c22-1d63-4731-88cb-df4caa99e864;JF-15295;4/04/2023;4:53:21;Toys & Games;Action Figures;Transformers Generations War for Cybertron;472.18;Bank Transfer;68
db812ade-2d49-4c80-a5ba-2571d6036419;TB-21055;1/05/2023;16:53:29;Toys & Games;Action Figures;Transformers Generations War for Cybertron;914.79;Credit Card;45
50e1fdda-86c3-4047-9758-9cc633f33b00;EB-13750;18/05/2023;22:27:02;Toys & Games;Action Figures;Transformers Generations War for Cybertron;325.29;Debit Card;43
f2b762c6-3ae8-446f-85e9-ec369abb8c14;CR-12730;10/10/2023;16:47:55;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;432.08;Debit Card;70
e92e63ec-54ab-4b3e-9ea8-d62e1117bacb;SC-20440;2/12/2023;21:48:37;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;524.35;PayPal;31
845857ef-9814-4476-a08c-5fb2fede268b;VP-21730;19/10/2023;23:12:16;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;234.07;Debit Card;75
eebaad69-9723-46fc-87bd-6049533d5a4b;DB-13660;17/02/2024;2:54:46;Toys & Games;Action Figures;Marvel Legends Series Iron Man;461.35;Bank Transfer;47
bbdfd2a2-c43f-4f37-989d-431a01de1868;MD-17860;18/02/2024;4:46:40;Toys & Games;Action Figures;Transformers Generations War for Cybertron;155.81;PayPal;43
8abd7e04-caf7-47ed-a667-359f0b83685d;RB-19330;1/10/2023;20:47:03;Toys & Games;Action Figures;Marvel Legends Series Iron Man;305.3;PayPal;59
e6c1b99a-ed19-4d62-8354-39f5fc9360ad;DK-13225;31/01/2024;12:56:57;Toys & Games;Action Figures;Marvel Legends Series Iron Man;676.02;PayPal;37
0ebbe39e-7904-44d6-bd92-71964c43bc46;EJ-14155;23/01/2023;10:29:12;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;221.7;Debit Card;47
93bbaa28-17c0-47c4-a555-6e8ea86058f3;NC-18625;1/02/2023;1:45:46;Toys & Games;Action Figures;Marvel Legends Series Iron Man;184.54;Debit Card;69
14d71c50-9f34-40a0-afba-417911e180aa;CK-12205;4/01/2023;19:44:25;Toys & Games;Action Figures;Transformers Generations War for Cybertron;380.1;Bank Transfer;58
2028332f-9a0e-4e79-93f0-3d51fccf05c4;MG-17875;5/02/2023;16:30:50;Toys & Games;Action Figures;Marvel Legends Series Iron Man;793.52;Credit Card;80
8dcf681d-449d-415d-8180-017d0cb06a3d;LM-17065;25/03/2023;22:41:30;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;471.49;PayPal;64
20cf66ad-b674-48c1-b4c8-5b46cc6cac66;TT-21265;30/05/2023;21:10:32;Toys & Games;Action Figures;Marvel Legends Series Iron Man;895.4;Debit Card;56
450a0e69-01fc-4f68-8e89-f54b81f8c72f;AP-10720;4/03/2023;23:15:42;Toys & Games;Action Figures;Marvel Legends Series Iron Man;223.64;Credit Card;48
bcf9cb1a-a31f-4461-85e8-0c9f67b05c96;BD-11620;17/11/2023;22:47:58;Toys & Games;Action Figures;Transformers Generations War for Cybertron;619.64;Bank Transfer;35
9575d095-138e-4db6-a460-a6754278b8db;HG-15025;13/03/2024;21:48:38;Toys & Games;Action Figures;Marvel Legends Series Iron Man;95.83;PayPal;69
0215785d-c5af-4829-b143-f50ca25a2423;AS-10135;25/03/2024;19:00:00;Toys & Games;Action Figures;Transformers Generations War for Cybertron;52.42;Credit Card;62
4dc59d0e-a231-4721-9ce8-3f1592fb4636;RA-19915;29/02/2024;22:08:00;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;673.0;Credit Card;74
9340b6ba-7108-41bd-8a20-dad778f7c9ae;LR-16915;24/09/2023;12:13:39;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;356.12;PayPal;66
1c209f98-a406-4471-835c-e55ea78504c8;SC-20800;16/01/2023;7:20:22;Toys & Games;Action Figures;Transformers Generations War for Cybertron;706.28;Debit Card;45
eb261f65-7fc0-40cb-81d7-f3dfa865c712;KD-16495;28/08/2023;0:04:31;Toys & Games;Action Figures;Transformers Generations War for Cybertron;444.15;Debit Card;53
cc0656fb-1339-498b-b6d2-95c403f11e52;BW-11110;2/02/2023;21:22:13;Toys & Games;Action Figures;Marvel Legends Series Iron Man;82.98;PayPal;69
c0862c36-db22-4d7d-ae06-6b6c7b8eded1;SB-20170;10/02/2024;21:51:19;Toys & Games;Action Figures;Transformers Generations War for Cybertron;329.45;Bank Transfer;42
16d4287e-6c18-4c28-9284-cc1180439a67;JD-15895;1/01/2024;12:59:40;Toys & Games;Action Figures;Transformers Generations War for Cybertron;749.47;Debit Card;34
b2194ca9-c66a-464d-8c99-784827ebcbed;AH-10210;23/01/2023;3:59:36;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;530.47;Bank Transfer;47
304cb53b-e3a8-4de7-a63b-8752a35fab85;CC-12370;20/02/2024;15:38:23;Toys & Games;Action Figures;Marvel Legends Series Iron Man;636.67;PayPal;69
b4af873e-551c-4825-aa4d-5f77045d6a25;NK-18490;17/08/2023;7:20:57;Toys & Games;Action Figures;Transformers Generations War for Cybertron;585.97;PayPal;33
90c57550-3e7b-44d9-9b8f-3e0c1d85c8ad;LE-16810;7/05/2023;17:18:18;Toys & Games;Action Figures;Transformers Generations War for Cybertron;548.2;Bank Transfer;62
07afa378-1ae7-45f3-884d-d410edeeb492;DH-13675;7/03/2024;6:11:13;Toys & Games;Action Figures;Marvel Legends Series Iron Man;498.24;PayPal;18
03aa88ef-0678-43d5-9805-3e4845aff4b8;TA-21385;13/02/2024;11:07:59;Toys & Games;Action Figures;Marvel Legends Series Iron Man;392.13;Credit Card;35
68e72acb-d3e4-430d-aa8c-39829c2ef1d8;ZC-21910;18/01/2024;17:50:18;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;963.86;Debit Card;64
7241e4ca-3d07-46a1-8ddc-d25dc4fa262b;NF-18595;5/12/2023;22:31:47;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;405.62;Debit Card;67
c3876fb8-6803-440c-a755-ece7785cd36c;AJ-10960;4/09/2023;3:05:36;Toys & Games;Action Figures;Marvel Legends Series Iron Man;111.57;PayPal;53
86ee04b6-08c7-4351-9d1e-960974e06758;EB-13750;4/01/2024;15:37:23;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;898.18;Credit Card;43
987b0ae0-d15a-4032-9e67-caa0394b47d7;CM-11935;23/06/2023;4:29:22;Toys & Games;Action Figures;Transformers Generations War for Cybertron;469.23;PayPal;75
33b132de-9f77-4a69-8487-21a974601e94;CW-11905;2/07/2023;21:11:10;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;367.17;PayPal;30
d30f35b9-46a0-4155-8f17-6d08f7d97f1c;SH-20635;9/03/2024;13:29:30;Toys & Games;Action Figures;Transformers Generations War for Cybertron;207.57;Bank Transfer;45
44d3ef70-4b38-45c0-a823-9be9b231a194;CV-12295;27/04/2023;22:44:14;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;104.0;Bank Transfer;23
2c6e3cd7-24b9-4306-a3e7-01d2fbb5674b;AJ-10795;17/10/2023;6:33:24;Toys & Games;Action Figures;Transformers Generations War for Cybertron;787.63;Bank Transfer;25
0638d48f-472c-4d6d-8180-ca3e82b2cdd0;EB-14170;24/02/2023;13:24:20;Toys & Games;Action Figures;Marvel Legends Series Iron Man;22.9;Credit Card;77
8555cc6f-4be1-4316-a535-019b81432a56;AT-10735;12/01/2024;22:28:40;Toys & Games;Action Figures;Transformers Generations War for Cybertron;587.68;PayPal;75
98a60038-4d94-4d8e-9e45-4bac00d6d091;KB-16315;13/08/2023;9:41:52;Toys & Games;Action Figures;Marvel Legends Series Iron Man;152.91;Bank Transfer;22
8779d1ba-8687-4cbd-8748-f64aa02ca4d6;RA-19915;22/03/2023;7:21:51;Toys & Games;Action Figures;Marvel Legends Series Iron Man;60.41;Debit Card;74
fcaadb1a-7dcd-47ad-bfee-422247c5b95d;RF-19735;23/04/2023;13:04:19;Toys & Games;Action Figures;Transformers Generations War for Cybertron;831.39;Debit Card;36
a95e0690-137a-48fa-a49f-3159286318da;CS-12355;4/02/2024;19:33:43;Toys & Games;Action Figures;Marvel Legends Series Iron Man;874.81;Debit Card;27
7e542422-b880-4db8-b278-b21081dddc4c;HM-14980;16/10/2023;6:18:41;Toys & Games;Action Figures;Marvel Legends Series Iron Man;146.86;PayPal;63
d2a19f2f-b88e-48f0-b6c6-7ba71c29f6fa;TM-21010;10/02/2024;7:06:41;Toys & Games;Action Figures;Transformers Generations War for Cybertron;483.6;PayPal;74
eced0ce2-f3cf-4b78-967d-5a3f04d38080;SS-20875;25/03/2024;20:50:06;Toys & Games;Action Figures;Marvel Legends Series Iron Man;380.95;PayPal;64
63e86603-08ff-4a08-9e51-07ad76e45616;LA-16780;25/01/2024;23:41:49;Toys & Games;Action Figures;Transformers Generations War for Cybertron;653.83;PayPal;79
c178c93f-45ba-4ca4-b39e-6b240cfae9aa;PN-18775;7/01/2024;11:34:13;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;186.25;Bank Transfer;62
50f5a5a0-10b0-4641-a3cb-5ee0a4579975;LW-17215;13/09/2023;3:10:25;Toys & Games;Action Figures;Transformers Generations War for Cybertron;419.2;Bank Transfer;70
e7d7391d-7f0e-4945-b83c-33b54ecfb573;EM-14095;14/10/2023;9:35:50;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;592.65;PayPal;71
a7e0af0e-43a3-443f-af10-3927c3eb0a41;JH-15910;5/03/2024;6:19:16;Toys & Games;Action Figures;Marvel Legends Series Iron Man;393.2;Debit Card;40
84eaee51-311d-4bd3-b066-787f71c0f077;SW-20245;2/05/2023;7:28:51;Toys & Games;Action Figures;Transformers Generations War for Cybertron;841.34;Debit Card;42
5646bd7d-aee2-493c-9f01-8c743df7fe6a;AA-10480;14/03/2024;19:19:17;Toys & Games;Action Figures;Transformers Generations War for Cybertron;722.04;PayPal;41
eba1000e-a4c7-454e-a307-1db0d51ec5cf;BW-11065;28/12/2023;15:43:12;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;938.78;Credit Card;24
8fe2acf2-6c06-4fc7-acc3-4d258e631734;RW-19540;18/03/2023;21:59:36;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;539.31;Debit Card;37
dc61e992-8cca-445b-a623-ebd0a278cffa;YC-21895;1/03/2023;22:27:47;Toys & Games;Action Figures;Star Wars Black Series Darth Vader;565.94;Credit Card;40
74fb7081-dcb1-4d26-8b94-08a8c90bc63d;ME-17320;8/01/2024;18:22:35;Toys & Games;Action Figures;Transformers Generations War for Cybertron;979.32;Credit Card;38
